0.0116055770645853 0
0.0621481010287832 0
-0.0393647398032482 0
-0.0536593899436179 0
0.0500776818652821 0
-0.0556024849000971 0
0.0559345095503627 0
-0.0340826156294116 0
-0.0611106952165303 0
-0.0169423717303908 0
-0.000984795404281888 0
-0.00240423648103624 0
0.000276967293772396 0
0.00270879610248407 0
-0.00226659166405539 0
0.00014046935632978 0
0.00406075658004923 0
0.00319518137060065 0
-0.00218101613156333 0
-0.00297716704393532 0
-2.53494782505043e-05 0
-2.67510803758679e-05 0
1.96882663751562e-05 0
-5.83403002535133e-05 0
7.90484397645254e-05 0
-9.77525160525536e-06 0
2.32065849180991e-05 0
-5.60604150381297e-05 0
0.000172384399310129 0
0.000194851155858927 0
-3.7070877071919e-06 0
-1.14974029609776e-05 0
-4.48099045977135e-09 0
8.17227790925342e-06 0
3.11808572786838e-05 0
-2.47360782128551e-05 0
-1.92315854540486e-06 0
-1.67241220899638e-05 0
1.22547472754767e-06 0
5.89924498158164e-07 0
4.67488117644458e-07 0
1.04020294075431e-06 0
1.17148360789989e-07 0
-6.29765835741608e-07 0
-2.31889069342768e-07 0
9.14660981005715e-07 0
3.74761785708087e-07 0
1.34205870379151e-06 0
1.31918757193332e-07 0
-1.40946206478777e-06 0
-1.91754537690811e-08 0
2.38313145509813e-08 0
-8.95500004774236e-09 0
-6.66232551648105e-08 0
7.2699823207692e-08 0
9.25293988168479e-09 0
-3.56291766661686e-08 0
1.72257654487643e-08 0
-6.09261721544847e-08 0
-9.10618127130727e-09 0
6.52272853683203e-10 0
-1.77207507613423e-09 0
-6.21291236645922e-09 0
7.06418263229154e-09 0
1.67061659055507e-10 0
1.15397751672795e-08 0
-4.61999296227906e-09 0
2.55647450182097e-10 0
-2.17761423229172e-10 0
-2.07315536726449e-08 0
2.576998502483e-11 0
-3.87776705175192e-10 0
-5.37926490017015e-11 0
-4.08602431699059e-10 0
1.17050796820616e-09 0
2.26794965614129e-10 0
2.64711831293294e-12 0
-4.02256347687414e-10 0
1.65618557456793e-10 0
7.62700022560725e-10 0
8.2445178273504e-11 0
1.20650992363252e-11 0
-7.81896487600669e-12 0
8.43812026284586e-13 0
-9.25076550501402e-12 0
2.23919777254938e-11 0
-1.56159817341429e-12 0
-2.9550731728568e-12 0
-1.23123172985339e-11 0
6.88956723114436e-11 0
1.28399827488979e-12 0
9.90986830335974e-13 0
3.12469674184125e-12 0
-5.13353528653708e-13 0
-2.11977345505626e-13 0
-1.16840804618486e-12 0
-2.05420417105863e-12 0
-3.38020721783461e-12 0
1.52761643987565e-12 0
5.61262556383194e-13 0
-4.32892594980138e-16 0
1.6793373679299e-13 0
9.17684645107643e-14 0
-4.05094132809439e-14 0
-1.86342399493132e-13 0
4.10695763738925e-13 0
-3.79057095270962e-13 0
1.12854991197968e-13 0
1.65031155757093e-13 0
-8.07747045893255e-14 0
-2.13964359144227e-14 0
-5.1300491128069e-15 0
1.21428858374045e-13 0
-8.98848089599055e-16 0
-7.32303070381507e-15 0
2.17114087894609e-14 0
5.54007885563649e-14 0
2.7129440400404e-15 0
7.21513854841233e-15 0
6.79290301646478e-14 0
-2.00753988635767e-15 0
1.88217131123063e-15 0
3.36034814061118e-16 0
7.49063489579398e-16 0
-1.95094687244433e-14 0
-2.89951744704391e-14 0
1.08569597531714e-16 0
4.72000819723458e-16 0
-9.42924834788344e-16 0
-3.08482971176482e-15 0
-2.66581432070425e-16 0
-9.52621341791647e-16 0
-9.88294954578532e-16 0
-8.614328932812e-18 0
-1.07371534811376e-15 0
2.10639316519158e-15 0
2.38723493012668e-16 0
-1.5751155554264e-16 0
-1.38097853809468e-16 0
-1.77810730938473e-16 0
-8.03572445264459e-19 0
6.75494697000322e-17 0
-3.47880132668133e-16 0
-6.05619851755441e-17 0
-8.26719210268873e-17 0
-1.78069475793421e-17 0
1.73819411445975e-18 0
5.15574681009476e-18 0
-1.86717458593852e-17 0
5.78274972369781e-16 0
1.61796175899006e-18 0
6.65518955228555e-17 0
2.24998384380265e-18 0
2.95498108762653e-17 0
2.73079043016466e-18 0
1.15666955714274e-17 0
-9.90029576166702e-18 0
3.28165603262638e-17 0
-4.17956340542397e-18 0
8.43390354180519e-17 0
-1.66332476515151e-18 0
-3.40532081479579e-19 0
1.18279768926744e-19 0
1.51841428154982e-18 0
